2009,1,579428
2009,2,565631
2009,3,582932
2009,4,611176
2009,5,638613
2009,6,648304
2009,7,624583
2009,8,659573
2009,9,623389
2009,10,637672
2009,11,605503
2009,12,608342
2009,13,586651
2009,14,564460
2009,15,558837
2009,16,577836
2009,17,624734
2009,18,598189
2009,19,550300
2009,20,544432
2009,21,531526
2009,22,538177
2009,23,493761
2009,24,521701
2009,25,512268
2009,26,475877
2009,27,480680
2009,28,502466
2009,29,503971
2009,30,485804
2009,31,496666
2009,32,506019
2009,33,544827
2009,34,588916
2009,35,573972
2009,36,571201
2009,37,638302
2009,38,608464
2009,39,606458
2009,40,855346
2009,41,853912
2009,42,906536
2009,43,898860
2009,44,899425
2009,45,864348
2009,46,853552
2009,47,654101
2009,48,814550
2009,49,781811
2009,50,728401
2009,51,536961
2009,52,583299
2010,1,721138
2010,2,770895
2010,3,766177
2010,4,785580
2010,5,767773
2010,6,756068
2010,7,762208
2010,8,806925
2010,9,781411
2010,10,768702
2010,11,741293
2010,12,747358
2010,13,713863
2010,14,730068
2010,15,749563
2010,16,719580
2010,17,720054
2010,18,705551
2010,19,669414
2010,20,670887
2010,21,633532
2010,22,549773
2010,23,604004
2010,24,580329
2010,25,575664
2010,26,542536
2010,27,519414
2010,28,547187
2010,29,531790
2010,30,526723
2010,31,518121
2010,32,525260
2010,33,537190
2010,34,558382
2010,35,548573
2010,36,531250
2010,37,589930
2010,38,623077
2010,39,599366
2010,40,746485
2010,41,746230
2010,42,777397
2010,43,781234
2010,44,766753
2010,45,769982
2010,46,787038
2010,47,606527
2010,48,772016
2010,49,742606
2010,50,704923
2010,51,588406
2010,52,592880
2011,1,744043
2011,2,711908
2011,3,751850
2011,4,798637
2011,5,772974
2011,6,812230
2011,7,831600
2011,8,801449
2011,9,781629
2011,10,747993
2011,11,741807
2011,12,728883
2011,13,739375
2011,14,729089
2011,15,691707
2011,16,662612
2011,17,681240
2011,18,655627
2011,19,651983
2011,20,620485
2011,21,586460
2011,22,531954
2011,23,564322
2011,24,539238
2011,25,532356
2011,26,506732
2011,27,468565
2011,28,526346
2011,29,518011
2011,30,514262
2011,31,496632
2011,32,521671
2011,33,531975
2011,34,551005
2011,35,548228
2011,36,514168
2011,37,575887
2011,38,584534
2011,39,605162
2011,40,778182
2011,41,791987
2011,42,794995
2011,43,788840
2011,44,784334
2011,45,797839
2011,46,801594
2011,47,626731
2011,48,782984
2011,49,736905
2011,50,729258
2011,51,645424
2011,52,581697
2012,1,678631
2012,2,747894
2012,3,724623
2012,4,784244
2012,5,775298
2012,6,784516
2012,7,789193
2012,8,767022
2012,9,788242
2012,10,749198
2012,11,747570
2012,12,755579
2012,13,747079
2012,14,711808
2012,15,717202
2012,16,732480
2012,17,726772
2012,18,662649
2012,19,655492
2012,20,636347
2012,21,616765
2012,22,550614
2012,23,581700
2012,24,564670
2012,25,572296
2012,26,536380
2012,27,505533
2012,28,558637
2012,29,546713
2012,30,557488
2012,31,541600
2012,32,548294
2012,33,560110
2012,34,594395
2012,35,600354
2012,36,558585
2012,37,622114
2012,38,630563
2012,39,623572
2012,40,779285
2012,41,769959
2012,42,797444
2012,43,798388
2012,44,734781
2012,45,785871
2012,46,777534
2012,47,627772
2012,48,831730
2012,49,835762
2012,50,811800
2012,51,754019
2012,52,607171
2013,1,687051
2013,2,850531
2013,3,838326
2013,4,778610
2013,5,806640
2013,6,772086
2013,7,771229
2013,8,755092
2013,9,762238
2013,10,737736
2013,11,715059
2013,12,723449
2013,13,704276
2013,14,701881
2013,15,722583
2013,16,694415
2013,17,700300
2013,18,667648
2013,19,647130
2013,20,623114
2013,21,581338
2013,22,541528
2013,23,558875
2013,24,541138
2013,25,546643
2013,26,540408
2013,27,474295
2013,28,543833
2013,29,521874
2013,30,524969
2013,31,487617
2013,32,523015
2013,33,522533
2013,34,522965
2013,35,540157
2013,36,539175
2013,37,584196
2013,38,591969
2013,39,631088
2013,40,854487
2013,41,860298
2013,42,848016
2013,43,877917
2013,44,874537
2013,45,878845
2013,46,868987
2013,47,875411
2013,48,665926
2013,49,854664
2013,50,802651
2013,51,814891
2013,52,615148
2014,1,680424
2014,2,812343
2014,3,855297
2014,4,786928
2014,5,813726
2014,6,804244
2014,7,777340
2014,8,812700
2014,9,832786
2014,10,790831
2014,11,794024
2014,12,803374
2014,13,805133
2014,14,797863
2014,15,809707
2014,16,773101
2014,17,770592
2014,18,766139
2014,19,737834
2014,20,708049
2014,21,679395
2014,22,624582
2014,23,631143
2014,24,635233
2014,25,593740
2014,26,596063
2014,27,538049
2014,28,601116
2014,29,592305
2014,30,591814
2014,31,603580
2014,32,605307
2014,33,586778
2014,34,635980
2014,35,640080
2014,36,578913
2014,37,695966
2014,38,696282
2014,39,683887
2014,40,841540
2014,41,828544
2014,42,845727
2014,43,862314
2014,44,855608
2014,45,857601
2014,46,844700
2014,47,831289
2014,48,671251
2014,49,878430
2014,50,853532
2014,51,837119
2014,52,662849
2015,1,771835
2015,2,792459
2015,3,800359
2015,4,789407
2015,5,814097
2015,6,823153
2015,7,746836
2015,8,812660
2015,9,789858
2015,10,805881
2015,11,804117
2015,12,801027
2015,13,771143
2015,14,785602
2015,15,800974
2015,16,756827
2015,17,761638
2015,18,748690
2015,19,714799
2015,20,678023
2015,21,616171
2015,22,609891
2015,23,611184
2015,24,602628
2015,25,592081
2015,26,534938
2015,27,590468
2015,28,588337
2015,29,580010
2015,30,567663
2015,31,578812
2015,32,579668
2015,33,609994
2015,34,635661
2015,35,619323
2015,36,583853
2015,37,651524
2015,38,654414
2015,39,650904
2015,40,814503
2015,41,809033
2015,42,827238
2015,43,821596
2015,44,848307
2015,45,826121
2015,46,838073
2015,47,638819
2015,48,840747
2015,49,823133
2015,50,781499
2015,51,611577
2015,52,649067
2016,1,784961
2016,2,778814
2016,3,739416
2016,4,830449
2016,5,821988
2016,6,811775
2016,7,827769
2016,8,847274
2016,9,850930
2016,10,846521
2016,11,802981
2016,12,785099
2016,13,774051
2016,14,789125
2016,15,792539
2016,16,773961
2016,17,776198
2016,18,739287
2016,19,729187
2016,20,686344
2016,21,633228
2016,22,595757
2016,23,629434
2016,24,614665
2016,25,600364
2016,26,570772
2016,27,550784
2016,28,599707
2016,29,596183
2016,30,590519
2016,31,577603
2016,32,582344
2016,33,616196
2016,34,619156
2016,35,609805
2016,36,597795
2016,37,662507
2016,38,673607
2016,39,651469
2016,40,867480
2016,41,847844
2016,42,894668
2016,43,884851
2016,44,876085
2016,45,862990
2016,46,874374
2016,47,699367
2016,48,886109
2016,49,852929
2016,50,816695
